case_id,state,district,project_type,acquiring_authority,land_area_hectares,land_type,num_affected_families,sia_conducted,consent_percentage,community_sentiment_score,compensation_offered_per_hectare,compensation_disputed,land_records_digitized,survey_settlement_pending,approval_timeline_days,court_case_filed,litigation_type,case_pending_court,stay_order_issued,case_pendency_duration_months,r_and_r_plan_prepared,families_to_be_resettled,rehabilitation_site_ready,livelihood_restoration_provided,possession_status,stakeholder_responsiveness_score,awarding_officer_assigned,district_historical_delay_rate,days_since_notification,stage_of_process,risk_score,delayed,delay_duration_months
LA00203,Punjab,Punjab_District_1,Highway,NHAI,4.92,Agricultural,75,True,83.1,0.79,570996.0,False,False,False,321,True,Public Purpose Challenge,True,True,23,True,23,True,True,Full,0.7,True,0.3,1351,Compensation Disbursed,0.4,False,0.8
LA00204,Uttar Pradesh,Uttar Pradesh_District_1,Mining,Irrigation Dept,45.17,Agricultural,18,True,43.3,0.54,843554.0,False,True,False,1109,False,None,False,False,0,False,1,False,False,Full,0.96,True,0.77,1228,Possession Taken,0.308,False,3.8
LA00205,West Bengal,West Bengal_District_1,Railway,NHAI,24.98,Tribal/Scheduled Area,4,True,62.3,0.34,1210870.0,False,True,True,268,False,None,False,False,0,False,2,False,False,Full,0.76,True,0.3,163,Award Declared,0.283,False,2.3
LA00206,West Bengal,West Bengal_District_1,Urban Housing,State PWD,11.02,Agricultural,117,True,47.2,0.43,826124.0,True,False,False,360,True,Title Dispute,False,False,0,False,61,False,False,Full,0.7,True,0.3,338,SIA,0.66,True,16.9
LA00207,Maharashtra,Maharashtra_District_3,Industrial Corridor,Irrigation Dept,11.37,Agricultural,34,True,79.1,1.0,550325.0,False,True,False,434,False,None,False,False,0,True,8,False,False,Full,0.43,True,0.53,738,Closed,0.0,False,2.3
LA00208,Punjab,Punjab_District_1,Railway,Irrigation Dept,45.19,Agricultural,47,True,56.7,0.51,375507.0,True,True,False,271,False,None,False,False,0,False,27,False,False,Partial,0.19,True,0.3,126,Closed,0.503,True,20.1
LA00209,Karnataka,Karnataka_District_2,Irrigation,NHAI,19.59,Wasteland,64,True,58.9,0.69,258696.0,True,False,True,326,False,None,False,False,0,True,18,False,False,Not Started,0.68,True,0.81,156,Closed,0.444,False,2.2
LA00210,Maharashtra,Maharashtra_District_2,Power Plant,Municipal Corporation,14.57,Tribal/Scheduled Area,54,True,65.0,0.37,516973.0,False,True,False,181,True,Title Dispute,True,False,26,True,10,True,False,Full,0.84,True,0.38,1699,SIA,0.228,False,1.4
LA00211,Uttar Pradesh,Uttar Pradesh_District_3,Urban Housing,State PWD,9.93,Urban/Residential,2,False,40.9,0.27,229329.0,True,True,False,315,False,None,False,False,0,True,0,False,False,Partial,0.65,True,0.65,1642,Award Declared,0.532,True,10.3
LA00212,Odisha,Odisha_District_3,Urban Housing,Municipal Corporation,94.21,Tribal/Scheduled Area,9,True,57.4,0.53,263510.0,False,True,False,157,False,None,False,False,0,True,2,False,False,Not Started,0.53,True,0.19,271,Closed,0.0,False,0.1
LA00213,Madhya Pradesh,Madhya Pradesh_District_1,Industrial Corridor,State Industrial Dev. Corp,25.63,Tribal/Scheduled Area,3,False,70.8,0.47,576302.0,False,True,True,167,False,None,False,False,0,True,1,True,True,Full,0.49,True,0.31,1355,Compensation Disbursed,0.401,False,2.1
LA00214,Rajasthan,Rajasthan_District_2,Highway,State Power Corp,6.64,Urban/Residential,120,False,96.6,0.14,261483.0,False,False,True,37,False,None,False,False,0,True,34,False,False,Not Started,0.59,True,0.08,470,SIA,0.614,True,21.6
LA00215,Bihar,Bihar_District_4,Highway,Municipal Corporation,9.36,Tribal/Scheduled Area,16,True,79.2,0.99,331437.0,False,True,True,180,False,None,False,False,0,True,6,False,False,Full,0.79,True,0.32,1204,Award Declared,0.116,False,2.6
LA00216,Rajasthan,Rajasthan_District_3,Industrial Corridor,State PWD,7.61,Agricultural,46,False,63.8,0.0,384794.0,False,True,False,53,False,None,False,False,0,True,4,True,True,Partial,0.21,True,0.16,1666,Notification,0.337,False,1.1
LA00217,Odisha,Odisha_District_4,Power Plant,State PWD,87.55,Agricultural,50,False,57.1,0.0,800565.0,True,True,True,532,False,None,False,False,0,False,8,False,False,Not Started,0.7,False,0.5,46,Closed,0.597,True,20.7
LA00218,Punjab,Punjab_District_2,Highway,NHAI,22.04,Tribal/Scheduled Area,34,True,76.3,0.66,549407.0,False,True,True,126,False,None,False,False,0,True,16,True,False,Full,0.46,True,0.3,335,Closed,0.333,False,5.9
LA00219,Punjab,Punjab_District_4,Mining,NHAI,27.27,Forest,121,True,72.6,0.65,674232.0,False,True,False,219,False,None,False,False,0,True,29,False,False,Not Started,0.28,True,0.28,1334,Closed,0.101,False,2.0
LA00220,Bihar,Bihar_District_4,Irrigation,Irrigation Dept,4.57,Urban/Residential,92,False,91.9,0.24,302015.0,False,True,False,149,False,None,False,False,0,True,54,True,True,Full,0.46,True,0.32,480,Notification,0.294,False,3.2
LA00221,Punjab,Punjab_District_3,Power Plant,State Industrial Dev. Corp,18.76,Urban/Residential,19,False,51.0,0.28,267409.0,False,True,True,187,False,None,False,False,0,True,9,True,True,Full,0.91,True,0.49,1295,Closed,0.321,False,0.9
LA00222,Gujarat,Gujarat_District_4,Urban Housing,State PWD,175.89,Agricultural,169,True,82.1,0.77,271213.0,False,True,False,140,False,None,False,False,0,False,18,False,False,Not Started,0.64,True,0.45,329,Award Declared,0.105,False,4.4
LA00223,Maharashtra,Maharashtra_District_4,Power Plant,NHAI,7.24,Agricultural,220,True,61.0,0.43,146658.0,False,False,False,154,True,Title Dispute,False,False,0,True,32,False,False,Partial,0.49,True,0.24,397,Possession Taken,0.375,False,1.9
LA00224,Maharashtra,Maharashtra_District_4,Urban Housing,Irrigation Dept,11.92,Agricultural,11,False,69.1,0.1,886899.0,True,True,True,70,False,None,False,False,0,True,6,False,False,Partial,0.83,True,0.24,566,Notification,0.48,True,22.3
LA00225,West Bengal,West Bengal_District_1,Mining,State Industrial Dev. Corp,1.88,Tribal/Scheduled Area,747,True,58.5,0.49,298817.0,False,True,False,276,False,None,False,False,0,True,206,True,True,Partial,0.9,True,0.3,1258,Possession Taken,0.185,False,0.0
LA00226,Gujarat,Gujarat_District_1,Irrigation,Indian Railways,135.84,Agricultural,78,True,50.8,0.59,725061.0,True,True,False,375,True,Compensation Dispute,False,False,0,True,41,False,False,Not Started,0.77,True,0.35,558,SIA,0.353,False,0.9
LA00227,Punjab,Punjab_District_1,Irrigation,Municipal Corporation,76.63,Urban/Residential,33,True,40.6,0.53,848455.0,True,True,False,97,False,None,False,False,0,False,16,True,True,Partial,0.26,True,0.3,922,Possession Taken,0.296,False,1.9
LA00228,Rajasthan,Rajasthan_District_1,Power Plant,NHAI,1.18,Forest,12,True,85.9,0.92,277870.0,True,True,False,118,True,Title Dispute,True,False,65,True,6,False,False,Full,0.69,False,0.44,951,Notification,0.383,False,1.6
LA00229,Uttar Pradesh,Uttar Pradesh_District_3,Highway,Irrigation Dept,73.74,Urban/Residential,55,True,82.3,0.76,559447.0,False,True,False,95,False,None,False,False,0,False,31,False,False,Full,0.55,False,0.65,1016,Compensation Disbursed,0.419,False,2.8
LA00230,Maharashtra,Maharashtra_District_1,Urban Housing,Irrigation Dept,34.51,Agricultural,35,False,63.6,0.31,446793.0,True,True,False,211,True,Public Purpose Challenge,False,False,0,False,18,False,False,Partial,0.73,True,0.49,1098,Closed,0.558,True,16.3
LA00231,Odisha,Odisha_District_2,Urban Housing,State PWD,23.46,Agricultural,16,False,83.7,0.45,375519.0,False,True,True,269,False,None,False,False,0,True,4,False,False,Full,0.74,True,0.41,1727,Compensation Disbursed,0.372,False,0.6
LA00232,Rajasthan,Rajasthan_District_1,Railway,State Power Corp,37.94,Agricultural,111,True,62.4,0.54,95585.0,True,True,False,125,False,None,False,False,0,False,34,False,False,Partial,0.93,True,0.44,216,Possession Taken,0.513,True,15.8
LA00233,Bihar,Bihar_District_1,Highway,State PWD,48.83,Forest,51,False,40.4,0.37,383831.0,True,True,False,365,True,Title Dispute,True,False,11,False,23,False,False,Partial,0.46,True,0.2,1329,Compensation Disbursed,0.846,True,29.4
LA00234,Rajasthan,Rajasthan_District_1,Railway,Municipal Corporation,4.68,Agricultural,34,False,80.8,0.41,268565.0,False,False,False,260,False,None,False,False,0,True,14,True,True,Not Started,0.57,True,0.44,823,Compensation Disbursed,0.311,False,2.7
LA00235,West Bengal,West Bengal_District_4,Urban Housing,State Industrial Dev. Corp,21.65,Forest,12,False,67.1,0.54,501182.0,False,True,False,239,False,None,False,False,0,False,1,False,False,Not Started,0.5,True,0.3,805,SIA,0.334,False,4.9
LA00236,Odisha,Odisha_District_1,Highway,State Industrial Dev. Corp,5.17,Agricultural,39,True,81.8,0.93,669211.0,False,True,False,357,True,Title Dispute,False,False,0,True,10,True,False,Partial,0.65,True,0.49,1592,Possession Taken,0.201,False,2.7
LA00237,Bihar,Bihar_District_1,Highway,State Power Corp,70.63,Tribal/Scheduled Area,333,True,54.6,0.47,916891.0,False,True,True,318,False,None,False,False,0,True,54,True,False,Partial,0.48,True,0.2,1021,Compensation Disbursed,0.28,False,2.0
LA00238,Rajasthan,Rajasthan_District_1,Urban Housing,Irrigation Dept,1.59,Forest,19,True,78.8,0.67,533252.0,True,True,True,92,True,Title Dispute,False,False,0,True,5,False,False,Full,0.79,True,0.44,634,Possession Taken,0.559,True,17.3
LA00239,West Bengal,West Bengal_District_2,Industrial Corridor,Municipal Corporation,16.96,Wasteland,23,True,58.1,0.57,409472.0,False,False,False,86,False,None,False,False,0,False,13,False,False,Full,0.56,False,0.4,1564,Possession Taken,0.382,False,2.7
LA00240,Punjab,Punjab_District_2,Mining,Municipal Corporation,7.23,Urban/Residential,77,True,84.1,1.0,362792.0,False,True,True,548,False,None,False,False,0,True,19,True,False,Full,0.82,False,0.3,1098,SIA,0.116,False,2.9
LA00241,Maharashtra,Maharashtra_District_4,Power Plant,Municipal Corporation,29.06,Agricultural,54,True,66.8,0.53,463327.0,False,False,False,60,False,None,False,False,0,True,15,True,False,Not Started,0.77,True,0.24,198,Award Declared,0.229,False,1.6
LA00242,Maharashtra,Maharashtra_District_3,Urban Housing,Irrigation Dept,3.99,Urban/Residential,177,True,55.5,0.54,854111.0,False,False,False,163,True,Compensation Dispute,True,False,9,True,54,True,True,Not Started,0.58,True,0.53,663,Compensation Disbursed,0.39,False,3.5
LA00243,Uttar Pradesh,Uttar Pradesh_District_4,Industrial Corridor,Irrigation Dept,7.54,Agricultural,38,True,89.7,0.92,348615.0,False,True,True,72,False,None,False,False,0,False,12,False,False,Not Started,0.55,False,0.27,1051,SIA,0.227,False,3.9
LA00244,West Bengal,West Bengal_District_2,Irrigation,Indian Railways,109.55,Tribal/Scheduled Area,15,False,43.5,0.0,296851.0,True,False,True,222,True,Compensation Dispute,True,True,8,True,6,True,False,Not Started,0.82,False,0.4,1603,Possession Taken,0.896,True,22.2
LA00245,Maharashtra,Maharashtra_District_1,Industrial Corridor,Municipal Corporation,24.83,Tribal/Scheduled Area,44,True,72.8,0.64,474410.0,False,True,False,149,True,Public Purpose Challenge,True,True,20,True,17,True,True,Full,0.69,True,0.49,316,Possession Taken,0.382,False,3.4
LA00246,Gujarat,Gujarat_District_3,Urban Housing,Municipal Corporation,8.2,Agricultural,189,True,88.4,0.81,732625.0,True,True,False,74,False,None,False,False,0,True,109,False,False,Full,0.69,True,0.21,641,Notification,0.355,False,1.8
LA00247,Odisha,Odisha_District_1,Railway,State Power Corp,146.72,Agricultural,13,False,67.0,0.66,293945.0,False,True,False,848,False,None,False,False,0,True,2,True,False,Not Started,0.89,True,0.49,464,Compensation Disbursed,0.189,False,1.3
LA00248,Gujarat,Gujarat_District_2,Irrigation,State Industrial Dev. Corp,11.3,Urban/Residential,16,False,75.5,0.26,324175.0,False,True,False,324,True,Title Dispute,False,False,0,False,7,False,False,Partial,0.85,True,0.56,797,Closed,0.364,False,1.2
LA00249,Odisha,Odisha_District_2,Power Plant,NHAI,19.59,Agricultural,15,True,78.8,0.53,500577.0,False,False,False,609,False,None,False,False,0,False,8,False,False,Not Started,0.82,True,0.41,268,Closed,0.175,False,4.2
LA00250,Maharashtra,Maharashtra_District_4,Irrigation,NHAI,6.31,Wasteland,18,False,67.5,0.1,550914.0,False,True,False,46,False,None,False,False,0,False,5,False,False,Not Started,0.74,True,0.24,1143,Possession Taken,0.281,False,1.5
LA00251,Rajasthan,Rajasthan_District_4,Railway,Irrigation Dept,22.31,Wasteland,169,True,49.4,0.56,421192.0,True,True,True,356,True,Public Purpose Challenge,True,True,48,False,44,False,False,Partial,0.75,True,0.31,350,Award Declared,0.862,True,24.0
LA00252,Bihar,Bihar_District_3,Railway,State PWD,5.73,Agricultural,1,True,72.7,0.68,225784.0,False,False,False,148,False,None,False,False,0,False,0,False,False,Partial,0.67,True,0.27,1575,Award Declared,0.213,False,0.1
LA00253,West Bengal,West Bengal_District_4,Urban Housing,Municipal Corporation,26.22,Tribal/Scheduled Area,240,True,98.2,0.91,606876.0,False,False,False,170,False,None,False,False,0,False,131,False,False,Full,0.54,True,0.3,1673,SIA,0.322,False,0.2
LA00254,Karnataka,Karnataka_District_3,Highway,NHAI,17.05,Agricultural,3,True,37.9,0.32,800114.0,False,True,False,74,False,None,False,False,0,False,0,False,False,Not Started,0.6,True,0.27,1793,SIA,0.224,False,0.8
LA00255,Bihar,Bihar_District_4,Mining,State Power Corp,37.25,Agricultural,31,True,100.0,1.0,869245.0,True,False,False,170,True,Public Purpose Challenge,True,True,6,True,3,False,False,Partial,0.73,True,0.32,1618,Award Declared,0.495,True,14.3
LA00256,Bihar,Bihar_District_1,Industrial Corridor,State Industrial Dev. Corp,13.7,Urban/Residential,35,True,72.7,0.72,361846.0,False,True,True,502,False,None,False,False,0,False,17,False,False,Not Started,0.52,False,0.2,705,SIA,0.321,False,1.2
LA00257,Rajasthan,Rajasthan_District_2,Urban Housing,Irrigation Dept,3.44,Agricultural,125,True,90.4,0.86,236121.0,True,True,False,102,True,Title Dispute,True,True,10,True,14,True,False,Not Started,0.7,True,0.08,1505,Closed,0.582,True,8.2
LA00258,Rajasthan,Rajasthan_District_4,Highway,State Industrial Dev. Corp,39.48,Wasteland,142,False,55.8,0.33,1171605.0,False,True,False,152,False,None,False,False,0,True,49,True,True,Partial,0.94,True,0.31,1217,SIA,0.31,False,1.9
LA00259,Gujarat,Gujarat_District_4,Irrigation,Indian Railways,36.66,Tribal/Scheduled Area,70,True,92.5,0.9,442133.0,False,True,False,276,False,None,False,False,0,True,7,True,True,Not Started,0.9,True,0.45,266,Compensation Disbursed,0.216,False,2.6
LA00260,Madhya Pradesh,Madhya Pradesh_District_4,Urban Housing,State Industrial Dev. Corp,4.53,Agricultural,14,True,55.9,0.51,385384.0,False,True,False,142,False,None,False,False,0,True,4,True,False,Partial,0.45,True,0.14,347,Possession Taken,0.191,False,3.6
LA00261,West Bengal,West Bengal_District_1,Power Plant,Indian Railways,26.63,Agricultural,30,True,79.3,0.77,496644.0,False,True,False,170,False,None,False,False,0,True,9,False,False,Not Started,0.69,False,0.3,1277,Possession Taken,0.17,False,2.2
LA00262,Gujarat,Gujarat_District_1,Urban Housing,State Industrial Dev. Corp,37.46,Agricultural,77,True,56.9,0.49,377893.0,True,False,True,218,False,None,False,False,0,False,29,False,False,Partial,0.86,False,0.35,301,Notification,0.771,True,23.8
LA00263,Maharashtra,Maharashtra_District_1,Irrigation,NHAI,47.52,Agricultural,28,True,60.0,0.21,296810.0,True,True,False,72,False,None,False,False,0,True,9,False,False,Partial,0.12,True,0.49,720,Possession Taken,0.406,False,1.5
LA00264,Odisha,Odisha_District_1,Industrial Corridor,NHAI,15.93,Tribal/Scheduled Area,97,False,48.7,0.68,896443.0,True,True,True,189,False,None,False,False,0,True,41,True,True,Full,0.51,False,0.49,331,Possession Taken,0.61,True,22.5
LA00265,Punjab,Punjab_District_1,Railway,State Industrial Dev. Corp,10.56,Agricultural,91,True,39.8,0.28,615276.0,True,True,True,134,True,Compensation Dispute,True,False,13,True,30,False,False,Full,0.36,True,0.3,743,Compensation Disbursed,0.7,True,27.8
LA00266,Rajasthan,Rajasthan_District_1,Mining,State PWD,236.97,Tribal/Scheduled Area,203,False,57.4,0.32,244138.0,True,True,True,333,True,Public Purpose Challenge,False,False,0,True,43,False,False,Not Started,0.66,True,0.44,1099,Closed,0.622,True,22.6
LA00267,Karnataka,Karnataka_District_2,Urban Housing,State PWD,3.13,Forest,67,True,71.6,0.67,668234.0,False,True,False,157,False,None,False,False,0,False,26,False,False,Partial,0.94,True,0.81,1617,Closed,0.352,False,2.7
LA00268,Madhya Pradesh,Madhya Pradesh_District_3,Urban Housing,State Industrial Dev. Corp,11.97,Urban/Residential,56,True,49.5,0.94,660798.0,True,True,False,84,True,Public Purpose Challenge,False,False,0,False,30,False,False,Not Started,0.38,True,0.72,957,Compensation Disbursed,0.45,False,0.3
LA00269,Rajasthan,Rajasthan_District_2,Mining,Irrigation Dept,0.74,Agricultural,34,False,35.5,0.2,443673.0,False,False,True,101,False,None,False,False,0,False,12,False,False,Full,0.97,True,0.08,717,Compensation Disbursed,0.467,True,8.6
LA00270,West Bengal,West Bengal_District_2,Industrial Corridor,Indian Railways,7.06,Agricultural,12,True,86.9,0.9,432727.0,False,True,True,592,False,None,False,False,0,True,1,False,False,Full,0.92,True,0.4,1725,SIA,0.181,False,0.4
LA00271,Punjab,Punjab_District_3,Mining,Municipal Corporation,5.65,Urban/Residential,13,True,53.4,0.57,190748.0,False,False,False,186,False,None,False,False,0,True,2,True,False,Not Started,0.65,True,0.49,830,Notification,0.314,False,1.9
LA00272,Karnataka,Karnataka_District_1,Highway,Irrigation Dept,11.24,Tribal/Scheduled Area,7,True,47.6,0.0,459376.0,True,False,False,95,False,None,False,False,0,False,1,False,False,Partial,0.47,True,0.47,94,SIA,0.561,True,17.5
LA00273,Punjab,Punjab_District_4,Irrigation,State Power Corp,8.9,Agricultural,100,True,43.4,0.21,316720.0,True,True,False,294,True,Title Dispute,True,False,16,True,38,False,False,Partial,0.74,False,0.28,1193,Notification,0.638,True,22.5
LA00274,Punjab,Punjab_District_1,Highway,State Industrial Dev. Corp,14.12,Agricultural,32,True,67.8,0.54,607742.0,False,False,False,128,False,None,False,False,0,True,10,False,False,Not Started,0.65,False,0.3,1021,Compensation Disbursed,0.119,False,3.0
LA00275,West Bengal,West Bengal_District_2,Mining,State Industrial Dev. Corp,1.2,Agricultural,7,True,76.4,0.72,655147.0,False,True,False,58,False,None,False,False,0,True,1,True,True,Partial,0.96,True,0.4,291,SIA,0.204,False,3.0
LA00276,Rajasthan,Rajasthan_District_3,Irrigation,Municipal Corporation,12.66,Tribal/Scheduled Area,362,True,92.2,0.97,296528.0,False,True,True,147,False,None,False,False,0,True,180,True,False,Not Started,0.85,True,0.16,1463,SIA,0.065,False,2.7
LA00277,Punjab,Punjab_District_4,Railway,State Power Corp,20.66,Agricultural,47,True,57.3,0.4,325340.0,False,True,False,269,False,None,False,False,0,False,17,False,False,Not Started,0.98,True,0.28,499,Possession Taken,0.299,False,3.6
LA00278,West Bengal,West Bengal_District_4,Urban Housing,Indian Railways,30.69,Forest,73,True,99.2,0.85,568161.0,False,True,False,338,False,None,False,False,0,True,30,True,False,Partial,0.33,True,0.3,473,Closed,0.217,False,5.7
LA00279,Rajasthan,Rajasthan_District_4,Highway,Indian Railways,17.81,Urban/Residential,19,True,82.9,0.87,476330.0,False,True,True,154,False,None,False,False,0,False,2,False,False,Not Started,0.77,True,0.31,528,Possession Taken,0.216,False,1.4
LA00280,Uttar Pradesh,Uttar Pradesh_District_4,Mining,State PWD,37.58,Wasteland,157,True,33.3,0.08,1080517.0,True,True,False,96,False,None,False,False,0,False,39,True,False,Full,0.71,True,0.27,1701,Compensation Disbursed,0.455,True,15.9
LA00281,Gujarat,Gujarat_District_2,Mining,Municipal Corporation,9.67,Urban/Residential,64,True,50.4,0.51,722387.0,False,True,True,251,False,None,False,False,0,False,30,False,False,Not Started,0.31,False,0.56,1450,Award Declared,0.557,True,17.8
LA00282,Bihar,Bihar_District_1,Industrial Corridor,State Industrial Dev. Corp,78.74,Forest,37,True,66.0,0.62,590149.0,False,True,False,157,False,None,False,False,0,False,18,False,False,Not Started,0.71,True,0.2,1004,Award Declared,0.284,False,1.7
LA00283,Maharashtra,Maharashtra_District_2,Urban Housing,Indian Railways,102.57,Tribal/Scheduled Area,6,False,86.3,0.18,185010.0,False,True,False,202,False,None,False,False,0,True,2,True,True,Partial,0.52,True,0.38,750,Possession Taken,0.28,False,6.7
LA00284,Karnataka,Karnataka_District_4,Highway,State Industrial Dev. Corp,11.37,Urban/Residential,31,True,49.2,0.75,500097.0,False,True,False,301,False,None,False,False,0,False,5,False,False,Not Started,0.65,True,0.11,514,SIA,0.19,False,4.1
LA00285,Madhya Pradesh,Madhya Pradesh_District_1,Highway,State Power Corp,7.58,Tribal/Scheduled Area,21,True,67.7,0.87,802685.0,False,True,False,206,False,None,False,False,0,True,7,True,False,Not Started,0.12,False,0.31,694,Possession Taken,0.301,False,4.6
LA00286,Gujarat,Gujarat_District_4,Irrigation,Indian Railways,30.73,Tribal/Scheduled Area,15,True,39.1,0.27,401419.0,True,True,False,447,True,Compensation Dispute,True,False,11,False,4,True,True,Not Started,0.66,True,0.45,822,SIA,0.697,True,26.0
LA00287,Punjab,Punjab_District_3,Power Plant,State Industrial Dev. Corp,14.25,Agricultural,64,True,84.4,0.97,304633.0,False,True,True,302,False,None,False,False,0,False,16,False,False,Partial,0.82,False,0.49,1758,SIA,0.318,False,4.0
LA00288,Rajasthan,Rajasthan_District_4,Railway,State PWD,13.0,Tribal/Scheduled Area,121,True,78.2,0.79,206146.0,False,True,False,214,False,None,False,False,0,True,28,True,False,Partial,0.76,True,0.31,321,SIA,0.189,False,4.0
LA00289,Rajasthan,Rajasthan_District_2,Industrial Corridor,Municipal Corporation,3.87,Forest,8,True,55.2,0.6,442263.0,True,True,False,143,False,None,False,False,0,True,2,False,False,Partial,0.72,True,0.08,1074,Award Declared,0.288,False,3.0
LA00290,Rajasthan,Rajasthan_District_4,Irrigation,NHAI,18.52,Agricultural,93,True,75.2,0.53,191063.0,False,True,False,377,False,None,False,False,0,True,17,False,False,Full,0.42,True,0.31,152,Compensation Disbursed,0.072,False,2.9
LA00291,Punjab,Punjab_District_4,Railway,State Power Corp,2.3,Agricultural,31,True,100.0,1.0,494519.0,True,True,True,127,False,None,False,False,0,False,13,False,False,Full,0.37,True,0.28,536,Possession Taken,0.441,False,2.1
LA00292,Madhya Pradesh,Madhya Pradesh_District_2,Irrigation,Indian Railways,3.31,Urban/Residential,24,True,67.6,0.71,341013.0,True,True,False,220,False,None,False,False,0,True,12,True,True,Partial,0.56,True,0.56,1666,Possession Taken,0.489,True,21.6
LA00293,Gujarat,Gujarat_District_2,Mining,Irrigation Dept,27.27,Agricultural,16,True,43.0,0.28,798733.0,True,True,False,144,False,None,False,False,0,True,4,False,False,Full,0.35,True,0.56,892,Closed,0.354,False,0.0
LA00294,Gujarat,Gujarat_District_1,Mining,State PWD,15.4,Agricultural,17,True,63.8,0.76,207730.0,False,False,False,150,False,None,False,False,0,True,4,True,False,Partial,0.52,True,0.35,1332,Closed,0.157,False,0.0
LA00295,Punjab,Punjab_District_2,Railway,State PWD,4.66,Forest,19,True,74.3,0.67,245582.0,False,True,False,251,False,None,False,False,0,True,7,False,False,Full,0.49,True,0.3,1780,Notification,0.148,False,2.9
LA00296,Madhya Pradesh,Madhya Pradesh_District_3,Highway,Indian Railways,86.63,Tribal/Scheduled Area,99,True,88.9,0.79,217824.0,False,False,True,51,False,None,False,False,0,True,25,False,False,Full,0.89,True,0.72,1590,Possession Taken,0.468,True,9.2
LA00297,Karnataka,Karnataka_District_1,Railway,NHAI,11.65,Agricultural,127,False,61.8,0.25,259804.0,False,True,True,466,False,None,False,False,0,False,38,False,False,Partial,0.53,True,0.47,1197,SIA,0.615,True,22.5
LA00298,Punjab,Punjab_District_2,Mining,NHAI,71.86,Agricultural,37,True,91.3,0.84,449985.0,False,True,False,177,False,None,False,False,0,False,16,False,False,Full,0.43,True,0.3,1025,Award Declared,0.068,False,3.6
LA00299,Punjab,Punjab_District_2,Irrigation,Municipal Corporation,7.76,Forest,31,True,53.8,0.48,938963.0,False,True,False,85,False,None,False,False,0,True,5,True,True,Not Started,0.55,True,0.3,494,Award Declared,0.236,False,3.1
LA00300,Madhya Pradesh,Madhya Pradesh_District_3,Mining,Municipal Corporation,3.81,Tribal/Scheduled Area,11,True,100.0,1.0,249183.0,False,True,False,140,False,None,False,False,0,True,6,True,True,Full,0.59,True,0.72,396,Possession Taken,0.079,False,1.6
LA00301,Maharashtra,Maharashtra_District_3,Urban Housing,State Industrial Dev. Corp,4.01,Tribal/Scheduled Area,17,True,92.3,0.92,433380.0,False,True,True,134,False,None,False,False,0,True,5,True,True,Not Started,0.54,True,0.53,1332,Closed,0.266,False,1.3
LA00302,Gujarat,Gujarat_District_4,Industrial Corridor,State Industrial Dev. Corp,23.37,Agricultural,26,False,100.0,0.47,916026.0,False,True,False,82,False,None,False,False,0,False,6,True,False,Not Started,0.73,True,0.45,506,Closed,0.194,False,2.5
LA00303,Rajasthan,Rajasthan_District_3,Power Plant,State PWD,2.46,Wasteland,62,False,45.4,0.21,797478.0,True,True,False,846,False,None,False,False,0,True,25,True,True,Partial,0.23,True,0.16,403,Notification,0.534,True,16.5
LA00304,Uttar Pradesh,Uttar Pradesh_District_4,Urban Housing,State PWD,1.64,Forest,75,True,72.6,0.83,412389.0,False,True,True,284,False,None,False,False,0,False,30,False,False,Partial,0.71,True,0.27,1084,Award Declared,0.319,False,4.0
LA00305,Karnataka,Karnataka_District_1,Mining,Irrigation Dept,2.27,Agricultural,166,True,69.4,0.92,490873.0,False,True,False,147,False,None,False,False,0,False,87,False,False,Partial,0.78,False,0.47,680,Possession Taken,0.363,False,2.3
LA00306,Bihar,Bihar_District_4,Power Plant,Irrigation Dept,13.09,Urban/Residential,13,True,69.3,0.55,353239.0,False,True,False,277,True,Title Dispute,True,False,35,True,3,False,False,Partial,0.62,True,0.32,688,Possession Taken,0.35,False,0.0
LA00307,Gujarat,Gujarat_District_1,Irrigation,Municipal Corporation,14.03,Agricultural,39,True,61.0,0.65,596896.0,False,True,False,329,False,None,False,False,0,False,4,True,True,Not Started,0.84,False,0.35,30,Notification,0.279,False,1.6
LA00308,Gujarat,Gujarat_District_4,Irrigation,Irrigation Dept,28.34,Agricultural,30,True,68.7,0.62,614812.0,False,True,False,137,True,Title Dispute,False,False,0,False,16,False,False,Partial,0.64,True,0.45,866,Closed,0.111,False,3.5
LA00309,West Bengal,West Bengal_District_1,Industrial Corridor,Irrigation Dept,11.31,Forest,85,False,27.0,0.44,386993.0,True,True,False,480,False,None,False,False,0,False,41,False,False,Partial,0.87,True,0.3,626,Compensation Disbursed,0.659,True,20.0
LA00310,Punjab,Punjab_District_4,Railway,Indian Railways,1.98,Tribal/Scheduled Area,5,True,100.0,1.0,594943.0,False,True,False,171,False,None,False,False,0,True,0,False,False,Partial,0.5,True,0.28,1283,SIA,0.171,False,3.3
LA00311,Uttar Pradesh,Uttar Pradesh_District_1,Mining,Indian Railways,46.3,Agricultural,30,True,85.5,0.97,523100.0,False,True,False,269,True,Compensation Dispute,True,True,9,True,16,True,False,Full,0.32,False,0.77,1583,Possession Taken,0.411,False,3.1
LA00312,Maharashtra,Maharashtra_District_4,Mining,Municipal Corporation,8.5,Agricultural,46,False,40.3,0.08,595581.0,True,False,False,160,False,None,False,False,0,True,16,True,True,Not Started,0.97,True,0.24,1062,Notification,0.576,True,22.5
