case_id,state,district,project_type,acquiring_authority,land_area_hectares,land_type,num_affected_families,sia_conducted,consent_percentage,compensation_offered_per_hectare,compensation_disputed,land_records_digitized,survey_settlement_pending,approval_timeline_days,court_case_filed,litigation_type,case_pending_court,stay_order_issued,case_pendency_duration_months,r_and_r_plan_prepared,families_to_be_resettled,rehabilitation_site_ready,livelihood_restoration_provided,possession_status,stakeholder_responsiveness_score,awarding_officer_assigned,district_historical_delay_rate,days_since_notification,stage_of_process,delayed,delay_duration_months
LA01491,Odisha,Odisha_District_2,Irrigation,State Power Corp,78.65,Agricultural,8,False,80.2,536439.0,True,False,False,106,True,Compensation Dispute,False,False,0,False,1,False,False,Partial,0.78,True,0.41,741,Award Declared,False,4.6
LA01492,Odisha,Odisha_District_2,Industrial Corridor,NHAI,35.02,Urban/Residential,91,False,54.0,498819.0,True,False,False,140,False,None,False,False,0,True,33,False,False,Partial,0.58,True,0.41,584,SIA,False,0.1
LA01493,Maharashtra,Maharashtra_District_2,Irrigation,Indian Railways,21.24,Forest,125,True,53.0,317189.0,False,True,False,225,False,None,False,False,0,False,42,False,False,Not Started,0.58,False,0.38,1383,Notification,True,20.4
LA01494,Madhya Pradesh,Madhya Pradesh_District_4,Power Plant,State Power Corp,4.64,Forest,24,True,78.2,536639.0,False,True,True,493,False,None,False,False,0,False,7,False,False,Full,0.19,True,0.14,1013,Notification,False,2.5
LA01495,Punjab,Punjab_District_2,Industrial Corridor,State PWD,40.32,Agricultural,71,True,27.4,559641.0,True,True,False,269,True,Title Dispute,True,True,12,True,39,True,True,Not Started,0.62,True,0.3,1417,Possession Taken,True,5.8
LA01496,Odisha,Odisha_District_3,Railway,Irrigation Dept,12.88,Agricultural,11,True,71.5,188889.0,False,True,True,60,True,Title Dispute,True,False,22,False,6,False,False,Full,0.37,True,0.19,812,Award Declared,False,3.2
LA01497,Uttar Pradesh,Uttar Pradesh_District_1,Industrial Corridor,Indian Railways,98.93,Forest,35,False,100.0,527982.0,False,True,False,708,True,Title Dispute,True,False,22,False,15,False,False,Partial,0.53,True,0.77,259,Possession Taken,False,0.9
LA01498,Rajasthan,Rajasthan_District_3,Mining,State Power Corp,11.47,Tribal/Scheduled Area,19,True,54.9,590587.0,False,True,False,168,False,None,False,False,0,False,5,False,False,Partial,0.58,True,0.16,98,Closed,False,2.5
LA01499,West Bengal,West Bengal_District_4,Industrial Corridor,Indian Railways,26.62,Agricultural,22,True,70.0,742532.0,False,True,False,270,True,Title Dispute,True,False,48,True,10,True,False,Not Started,0.79,True,0.3,1452,Possession Taken,False,2.5
LA01500,Rajasthan,Rajasthan_District_2,Railway,State PWD,34.4,Agricultural,43,False,63.4,979686.0,False,True,False,68,True,Compensation Dispute,False,False,0,False,14,False,False,Not Started,0.77,False,0.08,765,Notification,False,2.0
LA01501,Karnataka,Karnataka_District_3,Industrial Corridor,State Power Corp,13.1,Agricultural,22,True,50.9,686889.0,True,True,False,910,True,Title Dispute,True,False,14,False,5,False,False,Not Started,0.46,True,0.27,410,Notification,False,3.1
LA01502,Maharashtra,Maharashtra_District_2,Railway,NHAI,8.86,Urban/Residential,15,False,51.0,1290775.0,True,True,False,148,True,Public Purpose Challenge,True,False,19,True,7,True,False,Full,0.26,True,0.38,1250,Compensation Disbursed,True,13.5
LA01503,Karnataka,Karnataka_District_3,Mining,State PWD,4.03,Agricultural,29,True,39.9,379314.0,False,True,True,47,False,None,False,False,0,False,6,False,False,Not Started,0.67,True,0.27,312,Closed,False,1.5
LA01504,Madhya Pradesh,Madhya Pradesh_District_2,Power Plant,State PWD,25.17,Agricultural,32,False,56.2,691372.0,False,True,True,102,False,None,False,False,0,True,14,False,False,Not Started,0.77,True,0.56,1472,Notification,False,0.5
LA01505,Karnataka,Karnataka_District_2,Industrial Corridor,Indian Railways,1.89,Agricultural,50,True,74.1,456938.0,False,True,False,127,False,None,False,False,0,True,23,True,True,Partial,0.81,True,0.81,539,Possession Taken,False,0.9
LA01506,Maharashtra,Maharashtra_District_2,Urban Housing,State Industrial Dev. Corp,145.23,Agricultural,153,True,100.0,427637.0,False,True,False,686,False,None,False,False,0,True,72,True,False,Partial,0.78,True,0.38,275,Closed,False,2.9
LA01507,Punjab,Punjab_District_1,Urban Housing,State Industrial Dev. Corp,2.99,Urban/Residential,57,False,49.1,667718.0,True,True,True,339,True,Compensation Dispute,False,False,0,False,27,False,False,Not Started,0.24,False,0.3,1092,Compensation Disbursed,True,18.4
LA01508,Madhya Pradesh,Madhya Pradesh_District_4,Mining,Irrigation Dept,36.26,Agricultural,20,True,80.7,381058.0,False,False,True,114,False,None,False,False,0,False,3,False,False,Not Started,0.79,False,0.14,1224,Closed,False,0.7
LA01509,Bihar,Bihar_District_2,Highway,Indian Railways,8.11,Agricultural,7,True,45.2,293054.0,False,True,False,318,False,None,False,False,0,True,2,True,True,Partial,0.61,True,0.43,275,Possession Taken,False,1.8
LA01510,Maharashtra,Maharashtra_District_4,Industrial Corridor,Municipal Corporation,28.99,Forest,36,False,100.0,235861.0,False,True,True,55,False,None,False,False,0,True,8,True,True,Not Started,0.71,False,0.24,1523,Award Declared,False,1.5
LA01511,Odisha,Odisha_District_2,Industrial Corridor,State Power Corp,11.62,Urban/Residential,46,False,41.8,789535.0,False,True,True,165,False,None,False,False,0,True,6,False,False,Partial,0.9,True,0.41,717,SIA,False,2.7
LA01512,Punjab,Punjab_District_4,Industrial Corridor,State Power Corp,7.36,Agricultural,154,True,62.4,203881.0,False,True,False,101,False,None,False,False,0,False,69,False,False,Not Started,0.35,False,0.28,932,SIA,False,0.0
LA01513,Madhya Pradesh,Madhya Pradesh_District_1,Irrigation,Indian Railways,40.05,Agricultural,48,True,87.5,362984.0,False,False,True,132,False,None,False,False,0,False,8,True,True,Partial,0.9,False,0.31,796,Closed,True,26.5
LA01514,Maharashtra,Maharashtra_District_1,Power Plant,NHAI,19.14,Agricultural,6,True,83.9,233374.0,False,True,False,506,False,None,False,False,0,False,0,False,False,Not Started,0.65,True,0.49,1376,Award Declared,False,1.1
LA01515,Gujarat,Gujarat_District_2,Mining,State PWD,17.75,Agricultural,69,True,52.4,482769.0,True,True,False,113,False,None,False,False,0,True,9,True,True,Not Started,0.62,True,0.56,442,Award Declared,True,18.1
LA01516,Uttar Pradesh,Uttar Pradesh_District_3,Highway,Indian Railways,8.36,Agricultural,15,True,62.7,427206.0,True,True,True,62,False,None,False,False,0,False,7,False,False,Not Started,0.69,False,0.65,1111,Compensation Disbursed,True,35.0
LA01517,Maharashtra,Maharashtra_District_2,Urban Housing,NHAI,107.62,Forest,19,False,100.0,572225.0,False,True,True,256,False,None,False,False,0,True,3,False,False,Full,0.65,True,0.38,788,SIA,False,3.6
LA01518,Odisha,Odisha_District_4,Mining,Irrigation Dept,2.34,Tribal/Scheduled Area,123,True,68.0,532424.0,True,True,False,78,True,Title Dispute,True,False,28,False,25,False,False,Partial,0.34,False,0.5,1323,Compensation Disbursed,True,24.2
LA01519,Maharashtra,Maharashtra_District_2,Irrigation,State Power Corp,4.14,Agricultural,95,True,100.0,133509.0,False,False,False,1005,False,None,False,False,0,True,35,True,False,Not Started,0.89,True,0.38,869,Possession Taken,False,0.1
LA01520,Karnataka,Karnataka_District_2,Mining,Indian Railways,16.22,Tribal/Scheduled Area,22,True,50.7,326705.0,True,False,True,178,True,Compensation Dispute,True,False,55,True,7,False,False,Not Started,0.77,True,0.81,379,Closed,True,20.3
LA01521,Uttar Pradesh,Uttar Pradesh_District_3,Urban Housing,NHAI,7.86,Agricultural,13,True,76.2,389330.0,False,False,False,220,True,Public Purpose Challenge,False,False,0,True,3,True,False,Partial,0.64,True,0.65,1258,Compensation Disbursed,False,4.1
LA01522,Punjab,Punjab_District_1,Industrial Corridor,Municipal Corporation,0.98,Agricultural,57,False,88.5,392995.0,True,True,True,221,True,Compensation Dispute,True,False,14,True,12,True,True,Not Started,0.31,True,0.3,1171,Notification,True,15.5
LA01523,Madhya Pradesh,Madhya Pradesh_District_3,Highway,State Power Corp,1.47,Wasteland,18,False,56.0,204664.0,True,True,True,158,False,None,False,False,0,True,2,False,False,Not Started,0.69,True,0.72,1212,Compensation Disbursed,False,3.0
LA01524,Punjab,Punjab_District_1,Highway,State Power Corp,17.52,Agricultural,21,True,70.1,492246.0,False,True,True,169,False,None,False,False,0,True,8,True,False,Full,0.88,True,0.3,523,Compensation Disbursed,False,0.3
LA01525,Rajasthan,Rajasthan_District_2,Mining,Irrigation Dept,15.89,Agricultural,10,False,45.7,268583.0,False,True,False,331,False,None,False,False,0,True,1,False,False,Partial,0.56,True,0.08,1457,Notification,False,2.0
LA01526,Maharashtra,Maharashtra_District_4,Mining,NHAI,27.83,Agricultural,46,True,50.5,594885.0,False,True,True,144,False,None,False,False,0,False,11,False,False,Partial,0.61,True,0.24,1163,Closed,False,1.2
LA01527,Karnataka,Karnataka_District_3,Irrigation,Indian Railways,2.81,Forest,16,True,81.7,446194.0,False,True,False,103,False,None,False,False,0,True,4,True,True,Full,0.93,True,0.27,1059,SIA,False,1.2
LA01528,Karnataka,Karnataka_District_2,Railway,Irrigation Dept,11.8,Agricultural,133,False,66.2,294318.0,False,False,True,390,False,None,False,False,0,True,71,True,True,Full,0.49,True,0.81,857,Possession Taken,False,1.7
LA01529,Odisha,Odisha_District_4,Irrigation,State Industrial Dev. Corp,43.12,Agricultural,16,True,49.1,763170.0,True,True,True,121,True,Compensation Dispute,True,False,4,False,4,False,False,Not Started,0.44,True,0.5,281,Possession Taken,True,31.2
LA01530,Madhya Pradesh,Madhya Pradesh_District_2,Power Plant,Irrigation Dept,46.83,Agricultural,56,True,74.0,274796.0,False,True,False,173,False,None,False,False,0,True,20,False,False,Partial,0.43,True,0.56,320,SIA,False,0.7
LA01531,Madhya Pradesh,Madhya Pradesh_District_1,Mining,State Industrial Dev. Corp,45.68,Tribal/Scheduled Area,11,True,88.1,653640.0,False,True,True,157,True,Title Dispute,True,False,10,False,2,False,False,Full,0.62,False,0.31,1398,Closed,True,25.6
LA01532,Odisha,Odisha_District_4,Highway,Indian Railways,3.49,Urban/Residential,155,True,64.5,458335.0,False,False,True,172,False,None,False,False,0,True,20,False,False,Not Started,0.51,True,0.5,1757,Award Declared,False,3.3
LA01533,Uttar Pradesh,Uttar Pradesh_District_3,Railway,State PWD,2.18,Tribal/Scheduled Area,147,False,57.2,232902.0,True,True,False,38,True,Compensation Dispute,True,True,34,False,52,False,False,Partial,0.63,False,0.65,970,SIA,True,23.5
LA01534,Maharashtra,Maharashtra_District_1,Urban Housing,NHAI,10.92,Agricultural,525,True,77.4,928880.0,False,False,False,259,False,None,False,False,0,True,273,True,False,Full,0.54,True,0.49,509,Notification,False,0.9
LA01535,Karnataka,Karnataka_District_4,Irrigation,Irrigation Dept,4.16,Agricultural,18,False,63.4,832362.0,False,False,False,62,True,Compensation Dispute,True,True,62,True,6,False,False,Not Started,0.43,False,0.11,532,Notification,False,0.0
LA01536,Punjab,Punjab_District_2,Industrial Corridor,Indian Railways,74.44,Agricultural,67,True,76.7,296741.0,True,True,True,147,True,Compensation Dispute,False,False,0,False,22,False,False,Full,0.9,True,0.3,475,SIA,True,27.2
LA01537,West Bengal,West Bengal_District_3,Highway,NHAI,2.85,Urban/Residential,55,True,87.2,607089.0,False,False,False,151,False,None,False,False,0,True,15,True,True,Not Started,0.69,False,0.17,723,Award Declared,False,4.8
LA01538,Punjab,Punjab_District_3,Highway,Municipal Corporation,12.08,Urban/Residential,82,True,74.7,615857.0,False,True,True,147,False,None,False,False,0,False,33,False,False,Partial,0.82,True,0.49,1080,Notification,True,12.8
LA01539,Gujarat,Gujarat_District_3,Urban Housing,State Industrial Dev. Corp,14.24,Agricultural,22,False,58.6,232290.0,True,True,False,123,False,None,False,False,0,False,4,False,False,Partial,0.45,True,0.21,537,SIA,False,2.2
LA01540,Punjab,Punjab_District_4,Industrial Corridor,NHAI,23.96,Forest,32,True,92.8,1005850.0,False,True,True,216,False,None,False,False,0,True,10,False,False,Not Started,0.5,True,0.28,1176,Closed,False,1.5
LA01541,Bihar,Bihar_District_3,Urban Housing,Irrigation Dept,16.11,Forest,183,True,40.3,777088.0,True,False,False,591,False,None,False,False,0,True,34,False,False,Partial,0.82,True,0.27,84,Possession Taken,True,24.4
LA01542,Punjab,Punjab_District_4,Highway,Indian Railways,3.15,Tribal/Scheduled Area,30,False,44.2,570913.0,False,True,False,197,False,None,False,False,0,True,16,True,False,Partial,0.56,True,0.28,1677,Award Declared,False,1.3
LA01543,West Bengal,West Bengal_District_4,Mining,Irrigation Dept,16.07,Agricultural,25,True,73.0,385898.0,False,True,False,252,True,Compensation Dispute,True,False,23,True,13,True,True,Not Started,0.43,True,0.3,137,Compensation Disbursed,True,21.6
LA01544,Maharashtra,Maharashtra_District_4,Industrial Corridor,Indian Railways,7.86,Agricultural,9,False,46.3,1199923.0,True,False,False,87,True,Compensation Dispute,True,True,40,False,1,False,False,Partial,0.42,True,0.24,1185,Possession Taken,True,19.6
LA01545,Bihar,Bihar_District_4,Urban Housing,Indian Railways,83.33,Forest,41,True,35.8,648799.0,True,True,False,106,False,None,False,False,0,False,4,True,False,Not Started,0.63,True,0.32,1660,Possession Taken,True,19.2
LA01546,Karnataka,Karnataka_District_1,Mining,Irrigation Dept,48.74,Agricultural,69,True,100.0,200289.0,False,True,False,64,False,None,False,False,0,True,30,True,False,Full,0.14,True,0.47,1167,SIA,True,20.5
LA01547,Madhya Pradesh,Madhya Pradesh_District_3,Industrial Corridor,Municipal Corporation,55.8,Urban/Residential,11,True,62.2,467673.0,False,True,True,59,True,Compensation Dispute,True,False,17,True,4,False,False,Full,0.77,True,0.72,642,SIA,True,24.4
LA01548,Uttar Pradesh,Uttar Pradesh_District_1,Railway,State Power Corp,1.14,Agricultural,195,True,69.8,256401.0,False,True,True,199,False,None,False,False,0,True,94,False,False,Not Started,0.86,True,0.77,603,Award Declared,True,17.5
LA01549,Maharashtra,Maharashtra_District_1,Irrigation,State Power Corp,52.51,Tribal/Scheduled Area,64,False,89.9,633633.0,True,True,False,174,False,None,False,False,0,False,11,False,False,Not Started,0.47,True,0.49,1461,SIA,False,4.3
LA01550,West Bengal,West Bengal_District_2,Highway,Municipal Corporation,5.38,Wasteland,55,True,100.0,304622.0,False,False,False,192,False,None,False,False,0,False,20,False,False,Full,0.69,True,0.4,1286,SIA,False,3.5
LA01551,Karnataka,Karnataka_District_3,Railway,Indian Railways,15.45,Forest,13,True,72.1,619915.0,False,False,False,600,False,None,False,False,0,False,4,False,False,Partial,0.57,True,0.27,31,Notification,True,14.4
LA01552,Gujarat,Gujarat_District_2,Industrial Corridor,State Power Corp,3.99,Tribal/Scheduled Area,13,True,87.8,339437.0,False,True,False,147,False,None,False,False,0,True,1,False,False,Not Started,0.72,True,0.56,1273,Notification,False,1.4
LA01553,West Bengal,West Bengal_District_4,Urban Housing,State Industrial Dev. Corp,20.46,Forest,5,False,51.6,2430198.0,True,True,True,369,True,Public Purpose Challenge,True,False,38,True,2,True,True,Full,0.88,True,0.3,180,Closed,True,14.5
LA01554,Odisha,Odisha_District_1,Industrial Corridor,Irrigation Dept,70.16,Agricultural,39,True,77.5,448503.0,False,True,True,106,False,None,False,False,0,True,4,False,False,Not Started,0.83,True,0.49,1598,Closed,False,2.7
LA01555,Madhya Pradesh,Madhya Pradesh_District_4,Irrigation,State Industrial Dev. Corp,190.57,Urban/Residential,8,True,56.8,140072.0,True,True,True,180,True,Title Dispute,True,False,32,True,2,True,False,Not Started,0.95,True,0.14,1172,Compensation Disbursed,True,18.6
LA01556,West Bengal,West Bengal_District_2,Mining,State PWD,3.05,Forest,19,False,40.6,327448.0,True,True,False,364,False,None,False,False,0,True,4,True,False,Partial,0.54,True,0.4,1141,Compensation Disbursed,False,2.9
LA01557,Odisha,Odisha_District_1,Industrial Corridor,Irrigation Dept,4.08,Forest,20,True,77.2,796634.0,False,True,False,139,False,None,False,False,0,True,11,False,False,Not Started,0.6,True,0.49,1778,Possession Taken,False,0.9
LA01558,Gujarat,Gujarat_District_1,Irrigation,State PWD,5.93,Agricultural,63,True,68.1,418808.0,False,True,False,109,False,None,False,False,0,True,24,False,False,Full,0.55,False,0.35,605,SIA,False,0.3
LA01559,Punjab,Punjab_District_2,Power Plant,State PWD,6.83,Forest,167,True,78.2,389975.0,True,False,False,164,True,Compensation Dispute,True,True,14,True,29,False,False,Partial,0.64,True,0.3,159,Award Declared,True,39.9
LA01560,Uttar Pradesh,Uttar Pradesh_District_1,Mining,Indian Railways,2.44,Forest,10,True,83.0,449030.0,False,True,False,135,False,None,False,False,0,False,2,False,False,Not Started,0.46,True,0.77,357,Possession Taken,True,25.8
LA01561,Bihar,Bihar_District_2,Industrial Corridor,NHAI,7.97,Agricultural,9,False,79.5,495387.0,False,True,False,100,True,Title Dispute,False,False,0,True,2,False,False,Partial,0.74,True,0.43,1269,SIA,False,2.7
LA01562,Punjab,Punjab_District_4,Irrigation,Irrigation Dept,7.73,Urban/Residential,29,True,74.7,240625.0,False,True,False,517,False,None,False,False,0,True,14,True,True,Partial,0.67,True,0.28,551,Compensation Disbursed,False,0.0
LA01563,Maharashtra,Maharashtra_District_3,Mining,State Power Corp,58.9,Agricultural,45,False,91.8,300156.0,False,True,True,314,False,None,False,False,0,True,20,False,False,Full,0.65,True,0.53,1298,Notification,False,0.9
LA01564,Uttar Pradesh,Uttar Pradesh_District_3,Irrigation,Municipal Corporation,11.86,Tribal/Scheduled Area,32,False,45.7,746493.0,True,True,True,72,False,None,False,False,0,True,8,False,False,Partial,0.32,True,0.65,1314,Compensation Disbursed,True,12.0
LA01565,Rajasthan,Rajasthan_District_2,Industrial Corridor,Indian Railways,8.26,Agricultural,21,False,42.8,263732.0,True,True,False,343,False,None,False,False,0,False,3,True,True,Full,0.93,False,0.08,1132,Award Declared,False,1.6
LA01566,Gujarat,Gujarat_District_1,Industrial Corridor,Indian Railways,3.58,Urban/Residential,19,False,78.0,328616.0,False,True,False,114,True,Compensation Dispute,True,False,7,False,9,True,True,Full,0.35,True,0.35,119,SIA,False,0.0
LA01567,Uttar Pradesh,Uttar Pradesh_District_4,Highway,State PWD,11.84,Agricultural,47,True,63.0,426915.0,False,False,False,74,False,None,False,False,0,True,7,False,False,Full,0.66,True,0.27,1509,Notification,False,2.2
LA01568,Punjab,Punjab_District_2,Power Plant,Municipal Corporation,21.55,Tribal/Scheduled Area,43,True,50.9,517440.0,True,False,False,281,True,Compensation Dispute,False,False,0,False,18,False,False,Partial,0.85,True,0.3,1307,Compensation Disbursed,True,27.7
LA01569,Gujarat,Gujarat_District_2,Mining,State Industrial Dev. Corp,2.07,Urban/Residential,32,True,72.2,669775.0,False,True,False,311,False,None,False,False,0,False,9,False,False,Not Started,0.37,True,0.56,1320,SIA,False,0.0
LA01570,Rajasthan,Rajasthan_District_1,Power Plant,State Industrial Dev. Corp,12.64,Agricultural,31,False,70.8,419623.0,False,True,False,100,False,None,False,False,0,True,8,True,True,Not Started,0.7,True,0.44,1553,Notification,False,1.7
LA01571,Punjab,Punjab_District_4,Highway,Indian Railways,15.35,Agricultural,54,False,100.0,260289.0,False,True,True,405,False,None,False,False,0,True,6,True,True,Not Started,0.68,True,0.28,1026,Award Declared,False,4.0
LA01572,Odisha,Odisha_District_1,Industrial Corridor,Municipal Corporation,35.88,Tribal/Scheduled Area,259,True,60.9,700143.0,False,True,False,142,False,None,False,False,0,True,54,False,False,Not Started,0.73,True,0.49,878,Award Declared,False,1.3
LA01573,Gujarat,Gujarat_District_4,Mining,State Power Corp,2.48,Forest,69,True,90.1,294359.0,False,True,False,600,False,None,False,False,0,True,17,False,False,Not Started,0.61,True,0.45,866,Possession Taken,False,2.2
LA01574,Punjab,Punjab_District_1,Power Plant,NHAI,11.69,Agricultural,2,True,100.0,244758.0,False,False,True,63,False,None,False,False,0,True,0,True,True,Partial,0.82,True,0.3,556,Compensation Disbursed,False,3.0
LA01575,West Bengal,West Bengal_District_4,Highway,NHAI,0.98,Urban/Residential,61,False,59.5,526208.0,False,True,True,332,False,None,False,False,0,True,26,True,False,Partial,0.55,True,0.3,1599,Closed,False,1.3
LA01576,Gujarat,Gujarat_District_2,Highway,State Industrial Dev. Corp,1.57,Forest,4,True,81.2,240552.0,False,False,False,54,False,None,False,False,0,True,1,False,False,Full,0.47,True,0.56,1177,Award Declared,False,1.6
LA01577,Uttar Pradesh,Uttar Pradesh_District_2,Urban Housing,Irrigation Dept,1.7,Urban/Residential,47,True,80.1,504966.0,True,False,False,226,True,Public Purpose Challenge,True,False,22,False,23,False,False,Full,0.7,True,0.17,812,Notification,True,34.9
LA01578,Punjab,Punjab_District_1,Highway,State PWD,2.93,Agricultural,23,True,96.1,704127.0,True,True,True,166,False,None,False,False,0,True,11,True,True,Partial,0.45,True,0.3,1493,Notification,False,3.1
LA01579,Madhya Pradesh,Madhya Pradesh_District_4,Industrial Corridor,Municipal Corporation,4.82,Urban/Residential,41,True,100.0,742299.0,False,True,False,179,True,Title Dispute,False,False,0,True,20,False,False,Partial,0.06,True,0.14,1191,SIA,False,2.1
LA01580,Maharashtra,Maharashtra_District_1,Industrial Corridor,Irrigation Dept,14.25,Forest,7,False,100.0,386687.0,False,False,False,158,False,None,False,False,0,True,2,True,False,Not Started,0.11,True,0.49,1131,Compensation Disbursed,False,1.7
LA01581,Rajasthan,Rajasthan_District_4,Mining,NHAI,14.12,Forest,28,True,40.4,985941.0,False,True,True,465,True,Compensation Dispute,True,False,18,True,7,False,False,Full,0.37,False,0.31,171,Award Declared,True,18.9
LA01582,Madhya Pradesh,Madhya Pradesh_District_2,Industrial Corridor,Indian Railways,36.09,Agricultural,119,True,91.0,971124.0,False,True,False,354,False,None,False,False,0,False,27,False,False,Not Started,0.73,True,0.56,705,SIA,True,19.3
LA01583,Uttar Pradesh,Uttar Pradesh_District_2,Highway,State Power Corp,14.84,Agricultural,78,True,100.0,773469.0,False,True,True,353,True,Compensation Dispute,False,False,0,True,45,True,False,Not Started,0.29,True,0.17,1100,Award Declared,False,1.2
LA01584,Rajasthan,Rajasthan_District_3,Industrial Corridor,Irrigation Dept,9.11,Agricultural,90,True,70.1,333225.0,True,True,True,232,True,Public Purpose Challenge,False,False,0,True,31,True,True,Not Started,0.88,True,0.16,874,Notification,True,35.5
LA01585,Odisha,Odisha_District_1,Highway,State Power Corp,159.55,Urban/Residential,7,False,83.5,430224.0,True,True,False,315,False,None,False,False,0,True,3,False,False,Not Started,0.84,True,0.49,1010,Award Declared,False,2.9
LA01586,Odisha,Odisha_District_2,Irrigation,State Power Corp,94.41,Urban/Residential,28,True,90.3,344575.0,False,True,True,271,True,Title Dispute,False,False,0,False,8,False,False,Full,0.47,True,0.41,479,Award Declared,False,5.9
LA01587,Gujarat,Gujarat_District_2,Railway,State Power Corp,6.4,Forest,27,True,81.0,325436.0,False,True,False,294,False,None,False,False,0,True,8,False,False,Not Started,0.55,True,0.56,238,SIA,False,1.5
LA01588,Punjab,Punjab_District_3,Industrial Corridor,State PWD,6.75,Forest,11,True,42.6,606585.0,True,False,True,184,True,Public Purpose Challenge,True,False,20,True,5,False,False,Partial,0.37,True,0.49,1290,Possession Taken,True,23.6
LA01589,Bihar,Bihar_District_4,Railway,Municipal Corporation,2.96,Urban/Residential,4,True,100.0,484586.0,False,False,False,87,False,None,False,False,0,True,1,False,False,Not Started,0.88,True,0.32,1677,Closed,False,1.7
LA01590,Bihar,Bihar_District_3,Urban Housing,Municipal Corporation,25.0,Urban/Residential,15,True,69.8,1223856.0,True,False,False,153,False,None,False,False,0,False,8,False,False,Not Started,0.71,True,0.27,1707,SIA,True,18.6
LA01591,West Bengal,West Bengal_District_2,Industrial Corridor,Indian Railways,4.31,Agricultural,66,False,53.0,362562.0,True,True,False,91,True,Compensation Dispute,False,False,0,True,11,False,False,Not Started,0.7,True,0.4,1384,Award Declared,False,1.8
LA01592,West Bengal,West Bengal_District_3,Highway,Municipal Corporation,7.58,Agricultural,41,False,77.1,379022.0,False,True,True,110,True,Title Dispute,False,False,0,False,10,False,False,Partial,0.68,True,0.17,75,Compensation Disbursed,False,3.6
LA01593,Karnataka,Karnataka_District_4,Railway,State PWD,12.56,Urban/Residential,8,True,100.0,524031.0,False,False,False,49,False,None,False,False,0,False,1,False,False,Full,0.45,True,0.11,839,SIA,False,3.3
LA01594,Maharashtra,Maharashtra_District_3,Highway,Irrigation Dept,0.83,Agricultural,17,True,46.1,938198.0,True,True,False,286,False,None,False,False,0,True,7,True,True,Partial,0.59,False,0.53,328,Possession Taken,True,14.2
LA01595,Rajasthan,Rajasthan_District_2,Power Plant,NHAI,6.02,Forest,52,True,39.6,309051.0,True,True,False,207,True,Compensation Dispute,False,False,0,True,23,True,False,Full,0.66,False,0.08,816,Compensation Disbursed,False,0.7
LA01596,Madhya Pradesh,Madhya Pradesh_District_3,Urban Housing,State Power Corp,15.85,Forest,319,False,39.8,392296.0,True,True,False,192,False,None,False,False,0,False,187,True,False,Not Started,0.49,True,0.72,1135,SIA,False,1.4
LA01597,Madhya Pradesh,Madhya Pradesh_District_2,Irrigation,State Power Corp,105.03,Forest,154,False,59.4,596721.0,False,True,False,143,False,None,False,False,0,True,36,False,False,Partial,0.3,True,0.56,1608,Possession Taken,False,1.2
LA01598,West Bengal,West Bengal_District_3,Urban Housing,State Industrial Dev. Corp,6.27,Wasteland,52,True,67.3,729355.0,False,False,True,100,False,None,False,False,0,False,16,True,False,Partial,0.6,False,0.17,1672,Compensation Disbursed,False,0.0
LA01599,Punjab,Punjab_District_4,Mining,Irrigation Dept,65.7,Agricultural,51,True,74.9,281800.0,False,True,False,94,False,None,False,False,0,True,21,True,False,Not Started,0.29,True,0.28,1224,Possession Taken,False,2.0
LA01600,Rajasthan,Rajasthan_District_2,Irrigation,State PWD,5.11,Agricultural,10,True,77.6,420014.0,False,False,False,178,True,Public Purpose Challenge,True,False,30,True,3,False,False,Not Started,0.65,True,0.08,219,Possession Taken,False,4.4
LA01601,West Bengal,West Bengal_District_2,Railway,NHAI,3.4,Wasteland,19,False,68.7,673988.0,False,False,False,327,False,None,False,False,0,False,6,False,False,Partial,0.38,True,0.4,1761,Closed,False,2.0
LA01602,Punjab,Punjab_District_1,Urban Housing,State Industrial Dev. Corp,0.63,Tribal/Scheduled Area,68,True,89.9,228659.0,True,False,True,206,True,Public Purpose Challenge,False,False,0,True,39,True,True,Partial,0.48,True,0.3,710,Compensation Disbursed,True,33.2
LA01603,Odisha,Odisha_District_3,Mining,State PWD,57.06,Urban/Residential,21,False,74.6,432869.0,False,False,True,163,False,None,False,False,0,True,3,True,True,Not Started,0.67,False,0.19,201,Award Declared,False,2.2
LA01604,Uttar Pradesh,Uttar Pradesh_District_2,Railway,Indian Railways,5.46,Agricultural,177,False,62.0,575779.0,False,False,False,187,False,None,False,False,0,True,88,True,True,Not Started,0.6,False,0.17,1389,Closed,False,1.8
LA01605,Madhya Pradesh,Madhya Pradesh_District_2,Power Plant,Municipal Corporation,23.99,Agricultural,14,True,89.9,287050.0,False,False,True,103,False,None,False,False,0,True,4,False,False,Partial,0.63,True,0.56,644,Notification,False,0.0
LA01606,Maharashtra,Maharashtra_District_2,Power Plant,State Industrial Dev. Corp,7.06,Wasteland,160,False,80.4,734643.0,False,True,False,119,True,Public Purpose Challenge,True,False,8,True,51,True,False,Full,0.31,True,0.38,997,Closed,False,2.1
LA01607,West Bengal,West Bengal_District_4,Mining,State Power Corp,1.16,Urban/Residential,4,True,39.3,285143.0,False,True,False,49,False,None,False,False,0,True,1,True,True,Full,0.53,True,0.3,1065,Award Declared,False,4.3
