case_id,objection_type,objecting_groups,prior_broken_promises,turnout_ratio,gram_sabha_outcome,escalation_language,asset_loss_type
LA01249,procedural,representatives of the Scheduled Tribe community,False,0.19,deferred,False,none
LA01250,procedural,landowning farmers,True,2.0,deferred,False,community water tank
LA01251,fundamental,representatives of the Scheduled Tribe community;tenant cultivators;agricultural labourers,False,0.39,rejected,True,none
LA01252,fundamental,tenant cultivators;representatives of the Scheduled Tribe community;elected Panchayat members,False,0.62,deferred,True,irrigation source
LA01253,none,,True,0.66,passed,False,grazing commons
LA01254,none,,False,0.46,passed,False,community water tank
LA01255,none,,False,0.71,passed,False,none
LA01256,none,,False,0.8,passed,False,none
LA01257,none,,False,0.49,passed,False,none
LA01258,none,,False,0.66,passed,False,none
LA01259,none,,True,0.83,passed,False,none
LA01260,procedural,elected Panchayat members;landowning farmers,False,0.57,deferred,False,grazing commons
LA01261,procedural,elected Panchayat members,False,0.67,passed,False,none
LA01262,procedural,landowning farmers,False,0.61,rejected,False,none
LA01263,fundamental,landowning farmers;tenant cultivators;the local women's self-help group,True,0.54,rejected,False,none
LA01264,none,,False,1.13,passed,False,grazing commons
LA01265,none,,False,2.0,passed,False,irrigation source
LA01266,none,,False,0.62,deferred,False,none
LA01267,none,,False,0.67,passed,False,none
LA01268,fundamental,agricultural labourers,False,0.35,deferred,True,none
LA01269,none,,False,0.3,deferred,False,none
LA01270,none,,False,0.53,deferred,False,community water tank
LA01271,fundamental,landowning farmers,True,0.7,rejected,True,none
LA01272,fundamental,tenant cultivators;the local women's self-help group;elected Panchayat members,False,1.6,passed,False,irrigation source
LA01273,none,,False,0.54,passed,False,community water tank
LA01274,procedural,local shopkeepers and traders;representatives of the Scheduled Tribe community;the local women's self-help group,False,0.17,deferred,False,none
LA01275,fundamental,landowning farmers;representatives of the Scheduled Tribe community,False,0.69,rejected,False,none
LA01276,fundamental,agricultural labourers,True,0.47,deferred,True,community water tank
LA01277,fundamental,landowning farmers,False,0.62,rejected,True,grazing commons
LA01278,fundamental,the local women's self-help group,False,0.76,passed,False,none
LA01279,fundamental,representatives of the Scheduled Tribe community,False,0.8,passed,True,none
LA01280,procedural,tenant cultivators;local shopkeepers and traders,False,0.13,passed,False,none
LA01281,fundamental,landowning farmers;the local women's self-help group;representatives of the Scheduled Tribe community,True,0.71,deferred,True,none
LA01282,none,,False,0.52,passed,False,none
LA01283,none,,True,0.6,passed,False,none
LA01284,fundamental,landowning farmers;tenant cultivators,False,1.33,deferred,True,none
LA01285,none,,True,2.0,passed,False,grazing commons
LA01286,procedural,representatives of the Scheduled Tribe community;landowning farmers,False,0.73,deferred,False,none
LA01287,none,,False,0.54,passed,False,none
LA01288,fundamental,landowning farmers,False,0.3,rejected,True,none
LA01289,fundamental,representatives of the Scheduled Tribe community;elected Panchayat members;agricultural labourers,False,0.51,passed,True,none
LA01290,none,,False,0.62,passed,False,none
LA01291,procedural,agricultural labourers;landowning farmers;tenant cultivators,False,0.73,deferred,False,none
LA01292,none,,False,1.0,passed,False,none
LA01293,none,,False,0.44,passed,False,none
LA01294,procedural,local shopkeepers and traders,False,0.54,deferred,False,community water tank
LA01295,procedural,landowning farmers;representatives of the Scheduled Tribe community;elected Panchayat members,False,0.62,passed,False,none
LA01296,none,,False,0.16,passed,False,none
LA01297,procedural,agricultural labourers;tenant cultivators;elected Panchayat members,True,0.55,passed,False,community water tank
LA01298,procedural,representatives of the Scheduled Tribe community;landowning farmers,False,0.47,passed,True,none
LA01299,none,,False,0.46,passed,False,none
LA01300,procedural,representatives of the Scheduled Tribe community,False,0.41,deferred,True,burial ground
LA01301,procedural,representatives of the Scheduled Tribe community,False,0.79,passed,False,none
LA01302,procedural,representatives of the Scheduled Tribe community,False,0.54,rejected,False,grazing commons
LA01303,none,,False,0.59,passed,False,none
LA01304,none,,False,0.8,passed,False,irrigation source
LA01305,none,,False,0.16,passed,False,irrigation source
LA01306,none,,False,0.72,passed,False,none
LA01307,none,,False,0.74,passed,False,irrigation source
LA01308,none,,False,0.05,passed,False,irrigation source
LA01309,fundamental,elected Panchayat members;the local women's self-help group;tenant cultivators,False,0.68,rejected,False,grazing commons
LA01310,fundamental,local shopkeepers and traders,False,0.55,rejected,True,none
LA01311,procedural,elected Panchayat members;representatives of the Scheduled Tribe community,False,0.68,deferred,False,none
LA01312,procedural,landowning farmers;the local women's self-help group,False,0.34,deferred,True,none
LA01313,fundamental,representatives of the Scheduled Tribe community;tenant cultivators;local shopkeepers and traders,False,0.64,rejected,True,none
LA01314,none,,False,0.35,passed,True,none
LA01315,none,,False,0.08,deferred,False,none
LA01316,none,,False,1.09,passed,False,none
LA01317,fundamental,elected Panchayat members,False,0.73,passed,False,none
LA01318,none,,True,0.75,passed,True,none
LA01319,procedural,the local women's self-help group,False,0.57,deferred,False,none
LA01320,fundamental,the local women's self-help group,False,0.89,deferred,False,none
LA01321,none,,False,0.23,rejected,False,none
LA01322,procedural,tenant cultivators,False,0.51,passed,False,irrigation source
LA01323,none,,False,0.95,passed,False,none
LA01324,none,,False,0.4,passed,False,none
LA01325,procedural,agricultural labourers;the local women's self-help group;landowning farmers,False,0.41,passed,True,none
LA01326,procedural,tenant cultivators,False,0.08,passed,True,community water tank
LA01327,procedural,landowning farmers,False,0.88,deferred,False,none
LA01328,procedural,landowning farmers,False,1.6,passed,False,none
LA01329,none,,False,0.28,deferred,False,none
LA01330,fundamental,representatives of the Scheduled Tribe community;tenant cultivators;the local women's self-help group,False,0.83,rejected,False,none
LA01331,procedural,elected Panchayat members,True,0.28,passed,False,none
LA01332,procedural,local shopkeepers and traders,False,0.7,passed,False,grazing commons
LA01333,fundamental,agricultural labourers;landowning farmers;elected Panchayat members,False,0.6,rejected,False,none
LA01334,none,,False,0.91,rejected,False,community water tank
LA01335,fundamental,landowning farmers;agricultural labourers;tenant cultivators,False,0.5,passed,True,none
LA01336,none,,False,0.43,passed,False,none
LA01337,none,,False,1.1,deferred,False,none
LA01338,none,,False,0.69,deferred,False,none
LA01339,none,,False,0.8,passed,False,irrigation source
LA01340,none,,False,0.39,passed,False,none
LA01341,procedural,landowning farmers,False,0.34,deferred,False,none
LA01342,none,,True,0.6,passed,True,irrigation source
LA01343,procedural,agricultural labourers,False,0.47,deferred,False,none
LA01344,none,,True,0.25,passed,True,none
LA01345,none,,True,0.69,passed,False,community water tank
LA01346,procedural,landowning farmers;agricultural labourers;tenant cultivators,False,0.94,deferred,False,irrigation source
LA01347,procedural,local shopkeepers and traders;landowning farmers;agricultural labourers,False,0.24,deferred,False,irrigation source
LA01348,none,,False,1.02,passed,False,none
LA01349,procedural,landowning farmers,False,0.7,deferred,False,none
LA01350,none,,False,0.8,passed,False,sacred grove
LA01351,none,,False,0.6,deferred,False,sacred grove
LA01352,fundamental,agricultural labourers,False,0.05,deferred,True,none
LA01353,procedural,agricultural labourers,True,0.36,passed,True,none
LA01354,none,,False,0.58,passed,False,irrigation source
LA01355,procedural,landowning farmers;tenant cultivators;agricultural labourers,False,2.0,deferred,False,community water tank
LA01356,fundamental,elected Panchayat members;local shopkeepers and traders,True,0.41,rejected,True,none
LA01357,fundamental,the local women's self-help group;tenant cultivators,False,0.84,rejected,False,grazing commons
LA01358,fundamental,tenant cultivators;representatives of the Scheduled Tribe community;agricultural labourers,True,1.09,deferred,True,none
LA01359,procedural,landowning farmers;agricultural labourers,False,0.34,deferred,False,irrigation source
LA01360,fundamental,landowning farmers;agricultural labourers,True,0.8,rejected,True,sacred grove
LA01361,procedural,agricultural labourers;elected Panchayat members,False,0.22,passed,True,none
LA01362,fundamental,the local women's self-help group;representatives of the Scheduled Tribe community,False,0.3,passed,False,none
LA01363,none,,True,0.37,passed,False,none
LA01364,procedural,landowning farmers,True,0.61,deferred,False,none
LA01365,procedural,elected Panchayat members;landowning farmers,False,0.25,deferred,True,irrigation source
LA01366,none,,False,0.79,passed,False,none
LA01367,procedural,representatives of the Scheduled Tribe community;elected Panchayat members,False,0.86,passed,False,none
LA01368,procedural,landowning farmers,False,0.96,deferred,True,none
LA01369,procedural,representatives of the Scheduled Tribe community;tenant cultivators,False,4.0,deferred,False,irrigation source
LA01370,none,,False,0.09,passed,False,sacred grove
LA01371,none,,False,0.22,passed,False,none
LA01372,none,,False,0.82,passed,False,none
LA01373,fundamental,landowning farmers,True,0.74,rejected,True,none
LA01374,fundamental,landowning farmers,False,0.29,rejected,False,none
LA01375,fundamental,landowning farmers;local shopkeepers and traders,False,0.05,rejected,True,sacred grove
LA01376,none,,False,0.68,deferred,False,grazing commons
LA01377,procedural,tenant cultivators;local shopkeepers and traders;landowning farmers,False,8.0,deferred,False,none
LA01378,fundamental,agricultural labourers;landowning farmers;representatives of the Scheduled Tribe community,False,0.5,deferred,False,none
LA01379,none,,False,0.56,passed,False,none
LA01380,none,,False,0.15,deferred,False,none
LA01381,procedural,landowning farmers;local shopkeepers and traders;agricultural labourers,False,0.27,deferred,False,none
LA01382,none,,False,0.34,passed,False,community water tank
LA01383,procedural,representatives of the Scheduled Tribe community;elected Panchayat members;landowning farmers,False,0.62,passed,False,none
LA01384,none,,False,0.58,passed,True,none
LA01385,none,,False,0.13,passed,False,none
LA01386,none,,False,0.69,deferred,False,community water tank
LA01387,procedural,representatives of the Scheduled Tribe community,False,0.7,deferred,False,grazing commons
LA01388,none,,False,0.55,passed,False,none
LA01389,none,,False,0.73,passed,False,none
LA01390,none,,False,0.77,passed,False,none
LA01391,fundamental,elected Panchayat members;tenant cultivators;landowning farmers,True,0.77,deferred,False,none
LA01392,fundamental,landowning farmers;local shopkeepers and traders;representatives of the Scheduled Tribe community,False,0.61,rejected,False,grazing commons
LA01393,procedural,agricultural labourers,True,1.33,passed,True,irrigation source
LA01394,none,,False,0.65,passed,False,none
LA01395,procedural,representatives of the Scheduled Tribe community;local shopkeepers and traders,False,0.71,deferred,False,none
LA01396,procedural,agricultural labourers;tenant cultivators;representatives of the Scheduled Tribe community,False,0.27,deferred,False,none
LA01397,procedural,tenant cultivators;landowning farmers,False,0.81,passed,True,none
LA01398,fundamental,agricultural labourers;local shopkeepers and traders,False,1.6,rejected,True,sacred grove
LA01399,none,,False,0.23,passed,False,none
LA01400,procedural,representatives of the Scheduled Tribe community,False,0.3,deferred,False,none
LA01401,procedural,elected Panchayat members,False,0.63,passed,False,grazing commons
LA01402,fundamental,tenant cultivators,False,0.62,passed,True,none
LA01403,none,,False,0.32,passed,False,irrigation source
LA01404,none,,False,0.99,rejected,False,irrigation source
LA01405,none,,False,0.4,passed,True,none
LA01406,none,,False,0.35,passed,False,irrigation source
LA01407,none,,False,0.31,passed,False,none
LA01408,none,,True,0.86,passed,False,grazing commons
LA01409,procedural,local shopkeepers and traders;agricultural labourers;representatives of the Scheduled Tribe community,True,0.46,passed,False,none
LA01410,none,,False,0.72,passed,False,sacred grove
LA01411,procedural,tenant cultivators;landowning farmers;the local women's self-help group,False,0.49,passed,False,none
LA01412,procedural,landowning farmers;representatives of the Scheduled Tribe community;local shopkeepers and traders,False,0.56,deferred,False,none
LA01413,fundamental,tenant cultivators;agricultural labourers,False,1.04,passed,True,none
LA01414,none,,False,0.68,passed,False,none
LA01415,none,,True,0.35,passed,False,none
LA01416,procedural,landowning farmers;tenant cultivators,False,0.69,passed,False,community water tank
LA01417,none,,False,0.45,passed,False,none
LA01418,none,,False,0.7,passed,False,grazing commons
LA01419,procedural,local shopkeepers and traders;landowning farmers;agricultural labourers,False,0.49,deferred,False,grazing commons
LA01420,none,,False,0.5,passed,False,none
LA01421,fundamental,tenant cultivators;the local women's self-help group;landowning farmers,False,0.29,rejected,False,community water tank
LA01422,none,,False,0.89,passed,False,none
LA01423,procedural,elected Panchayat members;agricultural labourers;landowning farmers,False,1.14,passed,False,none
LA01424,none,,False,0.39,passed,False,none
LA01425,fundamental,representatives of the Scheduled Tribe community;landowning farmers;agricultural labourers,False,0.5,passed,False,grazing commons
LA01426,procedural,landowning farmers;local shopkeepers and traders,False,0.41,rejected,False,none
LA01427,procedural,landowning farmers;representatives of the Scheduled Tribe community,False,0.2,passed,True,grazing commons
LA01428,none,,False,0.54,passed,False,community water tank
LA01429,procedural,landowning farmers;representatives of the Scheduled Tribe community,False,0.64,passed,False,none
LA01430,none,,False,0.19,passed,False,none
LA01431,procedural,tenant cultivators;local shopkeepers and traders,False,0.34,deferred,False,none
LA01432,none,,False,0.53,passed,True,none
LA01433,procedural,the local women's self-help group;landowning farmers;tenant cultivators,False,0.05,deferred,False,none
LA01434,fundamental,local shopkeepers and traders;the local women's self-help group;representatives of the Scheduled Tribe community,True,1.14,rejected,True,sacred grove
LA01435,procedural,representatives of the Scheduled Tribe community;elected Panchayat members;tenant cultivators,False,0.64,deferred,False,irrigation source
LA01436,procedural,agricultural labourers;the local women's self-help group;representatives of the Scheduled Tribe community,False,0.67,passed,False,grazing commons
LA01437,procedural,elected Panchayat members,False,0.48,deferred,False,none
LA01438,none,,False,0.23,passed,False,grazing commons
LA01439,none,,False,0.53,passed,False,none
LA01440,fundamental,elected Panchayat members;tenant cultivators;local shopkeepers and traders,False,1.09,rejected,False,none
LA01441,fundamental,local shopkeepers and traders;tenant cultivators,False,0.57,rejected,False,none
LA01442,none,,False,0.59,passed,False,burial ground
LA01443,fundamental,tenant cultivators;agricultural labourers;landowning farmers,False,0.89,passed,True,none
LA01444,none,,True,0.29,deferred,False,none
LA01445,none,,False,0.42,passed,False,none
LA01446,fundamental,tenant cultivators,False,0.44,rejected,True,none
LA01447,procedural,elected Panchayat members;the local women's self-help group;landowning farmers,False,0.87,deferred,True,irrigation source
LA01448,none,,False,1.0,passed,False,sacred grove
LA01449,fundamental,tenant cultivators;landowning farmers,False,0.71,rejected,False,irrigation source
LA01450,procedural,elected Panchayat members;local shopkeepers and traders;landowning farmers,False,0.3,deferred,False,grazing commons
LA01451,procedural,tenant cultivators;agricultural labourers,True,0.6,rejected,False,sacred grove
LA01452,procedural,local shopkeepers and traders,False,0.57,deferred,True,none
LA01453,procedural,tenant cultivators;landowning farmers,True,0.35,passed,False,none
LA01454,fundamental,agricultural labourers;local shopkeepers and traders,False,0.24,rejected,True,none
LA01455,procedural,representatives of the Scheduled Tribe community;agricultural labourers,False,0.89,deferred,False,none
LA01456,none,,False,0.62,deferred,False,grazing commons
LA01457,none,,True,0.66,passed,False,none
LA01458,none,,False,0.55,passed,False,none
LA01459,procedural,elected Panchayat members,False,0.66,passed,False,irrigation source
LA01460,none,,True,0.79,passed,False,none
LA01461,none,,False,0.06,passed,False,none
LA01462,procedural,tenant cultivators;the local women's self-help group;landowning farmers,False,0.97,passed,False,none
LA01463,none,,False,1.14,passed,False,grazing commons
LA01464,procedural,agricultural labourers,False,0.56,deferred,False,none
LA01465,none,,False,0.5,passed,False,none
LA01466,none,,False,0.38,passed,False,none
LA01467,procedural,tenant cultivators;representatives of the Scheduled Tribe community,False,0.69,passed,False,none
LA01468,none,,False,0.7,passed,False,none
LA01469,procedural,tenant cultivators;elected Panchayat members;landowning farmers,True,0.58,rejected,False,none
LA01470,none,,False,8.0,passed,False,none
LA01471,none,,False,0.8,passed,False,none
LA01472,none,,False,0.64,deferred,False,none
LA01473,procedural,representatives of the Scheduled Tribe community,False,0.42,rejected,False,community water tank
LA01474,fundamental,tenant cultivators;elected Panchayat members,False,1.15,deferred,False,none
LA01475,none,,False,0.38,passed,False,sacred grove
LA01476,fundamental,landowning farmers,False,0.64,deferred,True,none
LA01477,fundamental,elected Panchayat members,False,0.2,deferred,True,community water tank
LA01478,none,,False,0.42,passed,True,none
LA01479,none,,True,0.92,passed,False,none
LA01480,procedural,representatives of the Scheduled Tribe community;elected Panchayat members,False,0.53,deferred,False,sacred grove
LA01481,none,,False,0.05,passed,False,none
LA01482,none,,False,1.35,deferred,False,none
LA01483,procedural,agricultural labourers;landowning farmers,False,0.55,deferred,False,irrigation source
LA01484,procedural,elected Panchayat members,False,0.62,deferred,True,none
LA01485,procedural,local shopkeepers and traders;landowning farmers,False,0.58,rejected,False,none
LA01486,fundamental,the local women's self-help group;landowning farmers;agricultural labourers,False,0.46,rejected,False,none
LA01487,none,,False,0.5,passed,False,none
LA01488,procedural,agricultural labourers;the local women's self-help group,False,1.33,deferred,False,none
LA01489,procedural,agricultural labourers;landowning farmers,False,0.92,deferred,False,none
LA01490,procedural,representatives of the Scheduled Tribe community;agricultural labourers,False,0.52,deferred,True,burial ground
LA01491,fundamental,agricultural labourers;elected Panchayat members,False,0.42,passed,True,none
LA01492,procedural,elected Panchayat members;landowning farmers;agricultural labourers,False,0.4,passed,False,none
LA01493,procedural,representatives of the Scheduled Tribe community,False,0.44,deferred,False,grazing commons
LA01494,none,,False,0.46,passed,False,none
LA01495,none,,False,0.66,passed,False,none
LA01496,none,,False,0.73,passed,True,irrigation source
LA01497,fundamental,representatives of the Scheduled Tribe community;tenant cultivators,False,0.58,rejected,False,none
LA01498,none,,False,0.42,passed,False,none
LA01499,none,,False,0.36,passed,False,none
LA01500,fundamental,tenant cultivators;the local women's self-help group,False,0.66,rejected,True,none
LA01501,none,,False,1.32,passed,False,none
LA01502,procedural,tenant cultivators,False,0.39,deferred,False,none
LA01503,none,,False,0.38,passed,False,none
LA01504,none,,False,0.67,passed,False,none
LA01505,none,,False,0.28,passed,False,none
LA01506,procedural,representatives of the Scheduled Tribe community;agricultural labourers;local shopkeepers and traders,False,0.05,passed,False,grazing commons
LA01507,fundamental,representatives of the Scheduled Tribe community,False,0.7,deferred,True,community water tank
LA01508,none,,False,0.6,deferred,False,none
LA01509,procedural,landowning farmers;agricultural labourers;elected Panchayat members,False,1.14,deferred,False,none
LA01510,none,,False,0.38,passed,True,none
LA01511,none,,True,0.46,rejected,False,none
LA01512,none,,False,0.14,passed,False,none
LA01513,fundamental,tenant cultivators;representatives of the Scheduled Tribe community;landowning farmers,False,0.29,passed,True,none
LA01514,none,,False,1.33,passed,False,none
LA01515,none,,True,0.87,passed,True,none
LA01516,procedural,agricultural labourers;local shopkeepers and traders;landowning farmers,True,0.53,rejected,True,irrigation source
LA01517,none,,False,0.5,passed,False,none
LA01518,fundamental,the local women's self-help group;agricultural labourers,False,0.4,deferred,False,grazing commons
LA01519,none,,False,0.38,passed,False,none
LA01520,procedural,elected Panchayat members;representatives of the Scheduled Tribe community;tenant cultivators,False,0.73,passed,False,none
LA01521,procedural,elected Panchayat members,False,0.62,passed,False,irrigation source
LA01522,none,,False,1.02,passed,False,none
LA01523,fundamental,representatives of the Scheduled Tribe community;elected Panchayat members;landowning farmers,False,0.05,deferred,True,none
LA01524,none,,False,0.38,passed,False,none
LA01525,none,,False,0.42,passed,False,irrigation source
LA01526,procedural,agricultural labourers,False,0.17,passed,False,none
LA01527,procedural,elected Panchayat members;the local women's self-help group,False,0.56,passed,True,none
LA01528,none,,True,0.75,passed,False,irrigation source
LA01529,fundamental,representatives of the Scheduled Tribe community;the local women's self-help group;landowning farmers,False,1.0,deferred,True,irrigation source
LA01530,procedural,the local women's self-help group,True,0.43,deferred,False,none
LA01531,procedural,representatives of the Scheduled Tribe community,False,0.73,passed,True,sacred grove
LA01532,none,,True,0.73,deferred,False,none
LA01533,procedural,the local women's self-help group;representatives of the Scheduled Tribe community,True,0.37,passed,True,sacred grove
LA01534,procedural,the local women's self-help group;tenant cultivators;landowning farmers,False,0.4,deferred,False,none
LA01535,none,,False,0.69,passed,False,none
LA01536,fundamental,representatives of the Scheduled Tribe community;landowning farmers;tenant cultivators,False,0.49,rejected,False,none
LA01537,none,,False,0.15,passed,False,community water tank
LA01538,fundamental,landowning farmers,False,0.39,deferred,True,none
LA01539,procedural,representatives of the Scheduled Tribe community;landowning farmers;tenant cultivators,False,0.67,deferred,False,none
LA01540,procedural,landowning farmers;agricultural labourers;tenant cultivators,False,0.25,passed,False,none
LA01541,procedural,representatives of the Scheduled Tribe community;elected Panchayat members;tenant cultivators,False,0.42,passed,False,sacred grove
LA01542,none,,True,0.47,passed,False,grazing commons
LA01543,procedural,elected Panchayat members,True,0.4,passed,True,irrigation source
LA01544,procedural,representatives of the Scheduled Tribe community,False,0.55,deferred,False,none
LA01545,fundamental,landowning farmers,False,0.41,deferred,False,none
LA01546,procedural,tenant cultivators;elected Panchayat members,True,0.16,rejected,False,none
LA01547,procedural,landowning farmers;tenant cultivators,True,0.73,passed,False,community water tank
LA01548,fundamental,tenant cultivators;elected Panchayat members,False,0.99,deferred,False,none
LA01549,procedural,tenant cultivators;the local women's self-help group;local shopkeepers and traders,False,0.78,deferred,False,burial ground
LA01550,none,,False,0.33,deferred,False,none
LA01551,procedural,tenant cultivators;landowning farmers;agricultural labourers,False,0.62,rejected,False,none
LA01552,procedural,representatives of the Scheduled Tribe community;the local women's self-help group,False,0.62,deferred,False,none
LA01553,none,,False,0.95,passed,True,none
LA01554,fundamental,tenant cultivators;landowning farmers,False,0.46,deferred,False,none
LA01555,procedural,landowning farmers;representatives of the Scheduled Tribe community;tenant cultivators,False,1.0,deferred,False,community water tank
LA01556,fundamental,the local women's self-help group;tenant cultivators,True,0.45,deferred,False,none
LA01557,none,,False,1.15,deferred,False,none
LA01558,none,,False,0.75,passed,False,none
LA01559,fundamental,landowning farmers;tenant cultivators,False,0.49,rejected,True,none
LA01560,fundamental,elected Panchayat members;agricultural labourers;landowning farmers,False,0.9,rejected,False,none
LA01561,fundamental,local shopkeepers and traders,True,0.6,rejected,True,none
LA01562,none,,False,0.31,passed,False,community water tank
LA01563,fundamental,landowning farmers,False,0.6,deferred,True,none
LA01564,procedural,elected Panchayat members;representatives of the Scheduled Tribe community;landowning farmers,False,0.55,deferred,False,none
LA01565,procedural,tenant cultivators;landowning farmers;local shopkeepers and traders,False,0.63,deferred,False,none
LA01566,none,,False,0.22,passed,False,none
LA01567,none,,True,0.72,passed,False,none
LA01568,procedural,tenant cultivators;representatives of the Scheduled Tribe community;local shopkeepers and traders,False,0.4,rejected,False,grazing commons
LA01569,procedural,representatives of the Scheduled Tribe community;the local women's self-help group;agricultural labourers,False,0.31,deferred,False,none
LA01570,procedural,tenant cultivators,False,0.79,passed,False,irrigation source
LA01571,none,,False,0.07,passed,False,none
LA01572,fundamental,local shopkeepers and traders;the local women's self-help group;elected Panchayat members,False,0.36,deferred,False,none
LA01573,none,,False,0.88,passed,True,none
LA01574,none,,False,4.0,passed,False,none
LA01575,procedural,agricultural labourers;the local women's self-help group;elected Panchayat members,False,0.52,deferred,False,none
LA01576,fundamental,tenant cultivators;representatives of the Scheduled Tribe community;landowning farmers,False,2.0,passed,False,none
LA01577,fundamental,representatives of the Scheduled Tribe community;agricultural labourers,False,0.57,rejected,False,community water tank
LA01578,none,,False,0.57,passed,False,none
LA01579,none,,False,1.15,passed,False,none
LA01580,fundamental,local shopkeepers and traders;tenant cultivators;landowning farmers,False,0.72,deferred,True,sacred grove
LA01581,none,,False,0.29,passed,True,none
LA01582,procedural,elected Panchayat members,False,0.66,passed,True,irrigation source
LA01583,none,,False,0.88,passed,False,none
LA01584,fundamental,the local women's self-help group,False,0.3,rejected,True,none
LA01585,none,,True,0.31,passed,False,none
LA01586,procedural,tenant cultivators;elected Panchayat members,False,0.29,passed,False,community water tank
LA01587,procedural,landowning farmers;representatives of the Scheduled Tribe community,False,0.41,passed,False,none
LA01588,procedural,the local women's self-help group;elected Panchayat members,False,0.82,passed,False,grazing commons
LA01589,procedural,elected Panchayat members;local shopkeepers and traders;the local women's self-help group,False,2.0,passed,False,none
LA01590,fundamental,elected Panchayat members;landowning farmers,False,0.53,deferred,True,community water tank
LA01591,fundamental,the local women's self-help group;tenant cultivators;elected Panchayat members,False,0.6,deferred,True,none
LA01592,fundamental,agricultural labourers;landowning farmers,False,0.93,rejected,True,none
LA01593,procedural,agricultural labourers;representatives of the Scheduled Tribe community,False,1.0,passed,True,none
LA01594,none,,False,0.47,deferred,False,irrigation source
LA01595,none,,False,0.44,passed,True,none
LA01596,procedural,agricultural labourers,False,0.35,passed,False,none
LA01597,none,,False,0.49,passed,False,none
LA01598,none,,False,0.37,passed,False,none
LA01599,procedural,the local women's self-help group,False,0.43,deferred,False,none
LA01600,procedural,elected Panchayat members;representatives of the Scheduled Tribe community;local shopkeepers and traders,False,0.8,deferred,False,none
LA01601,none,,False,0.22,deferred,False,none
LA01602,fundamental,agricultural labourers;the local women's self-help group;representatives of the Scheduled Tribe community,True,0.35,rejected,True,sacred grove
LA01603,none,,False,0.6,passed,False,none
LA01604,none,,False,1.21,passed,False,none
LA01605,none,,False,0.57,deferred,False,none
LA01606,none,,True,0.3,passed,True,none
LA01607,procedural,landowning farmers;representatives of the Scheduled Tribe community;the local women's self-help group,False,2.0,deferred,False,none
LA01608,none,,False,0.56,deferred,False,sacred grove
LA01609,none,,False,0.82,passed,False,none
LA01610,procedural,representatives of the Scheduled Tribe community;agricultural labourers;local shopkeepers and traders,False,0.46,passed,True,none
LA01611,fundamental,landowning farmers;elected Panchayat members;representatives of the Scheduled Tribe community,False,0.62,deferred,True,none
LA01612,none,,False,0.21,passed,False,none
LA01613,none,,False,0.19,passed,False,none
LA01614,none,,False,0.09,deferred,False,none
LA01615,fundamental,tenant cultivators,False,0.88,rejected,True,burial ground
LA01616,procedural,tenant cultivators;landowning farmers;local shopkeepers and traders,False,0.89,deferred,False,community water tank
LA01617,fundamental,representatives of the Scheduled Tribe community,False,1.14,rejected,True,none
LA01618,none,,False,0.1,passed,False,none
LA01619,none,,False,0.31,passed,False,community water tank
LA01620,procedural,representatives of the Scheduled Tribe community;landowning farmers;elected Panchayat members,True,0.53,rejected,False,irrigation source
LA01621,none,,False,0.32,deferred,False,none
LA01622,none,,False,0.19,passed,False,none
LA01623,none,,False,1.0,passed,False,sacred grove
LA01624,none,,False,0.79,passed,False,none
LA01625,fundamental,agricultural labourers;elected Panchayat members;the local women's self-help group,False,0.76,rejected,False,none
LA01626,fundamental,agricultural labourers,False,0.3,passed,True,none
LA01627,procedural,landowning farmers,True,0.17,passed,False,none
LA01628,fundamental,representatives of the Scheduled Tribe community;local shopkeepers and traders,False,0.79,passed,False,none
LA01629,procedural,landowning farmers,False,0.05,passed,False,none
LA01630,fundamental,tenant cultivators;landowning farmers;local shopkeepers and traders,False,0.17,rejected,True,community water tank
LA01631,none,,False,0.58,passed,False,irrigation source
LA01632,none,,False,1.14,passed,False,irrigation source
LA01633,none,,False,0.72,passed,False,irrigation source
LA01634,procedural,landowning farmers;elected Panchayat members,False,0.2,passed,False,none
LA01635,procedural,local shopkeepers and traders,False,0.52,deferred,False,sacred grove
LA01636,none,,False,0.2,deferred,False,none
LA01637,procedural,landowning farmers;tenant cultivators;elected Panchayat members,True,0.94,passed,False,none
LA01638,procedural,landowning farmers,True,0.62,passed,True,none
LA01639,procedural,the local women's self-help group;elected Panchayat members,False,0.91,passed,False,none
LA01640,procedural,tenant cultivators;the local women's self-help group,False,0.8,deferred,False,none
LA01641,procedural,representatives of the Scheduled Tribe community;agricultural labourers;tenant cultivators,True,0.78,deferred,False,none
LA01642,fundamental,agricultural labourers,False,4.0,rejected,False,none
LA01643,procedural,landowning farmers,False,0.67,passed,False,none
LA01644,fundamental,landowning farmers;the local women's self-help group,False,0.33,rejected,False,none
LA01645,fundamental,agricultural labourers;elected Panchayat members,False,0.62,passed,False,grazing commons
LA01646,none,,False,0.49,passed,False,none
LA01647,none,,False,0.41,passed,True,community water tank
LA01648,procedural,local shopkeepers and traders,False,1.0,passed,False,none
LA01649,fundamental,agricultural labourers;representatives of the Scheduled Tribe community,False,0.83,deferred,True,none
LA01650,none,,False,0.39,deferred,False,none
LA01651,none,,False,0.95,passed,False,grazing commons
LA01652,none,,False,2.0,passed,False,none
LA01653,fundamental,agricultural labourers,False,0.51,passed,False,none
LA01654,none,,False,0.62,passed,False,none
LA01655,none,,False,0.4,passed,True,community water tank
